name,2025-05-30,2025-05-31,2025-06-01,2025-06-02,2025-06-03,2025-06-04,2025-06-05,2025-06-06,2025-06-07,2025-06-08,2025-06-09,2025-06-10,2025-06-11,2025-06-12,2025-06-13,2025-06-14,2025-06-15,2025-06-16,2025-06-17,2025-06-18,2025-06-19,2025-06-23,2025-06-24,2025-06-25,2025-06-26,2025-06-27,2025-06-28,2025-06-29,2025-06-30,2025-07-01,2025-07-02,2025-07-03,2025-07-04,2025-07-05,2025-07-06,2025-07-07,2025-07-08,2025-07-09,2025-07-10,2025-07-11,2025-07-12,2025-07-13,2025-07-14,2025-07-15,2025-07-16,2025-07-24,2025-07-25,2025-07-26,2025-07-27,2025-07-28,2025-07-29,2025-07-30,2025-07-31,2025-08-01,2025-08-02,2025-08-03,2025-08-04,2025-08-05,2025-08-06,2025-08-07,2025-08-08,2025-08-09,2025-08-10,2025-08-11,2025-08-12,2025-08-13,2025-08-14,2025-08-15,2025-08-16,2025-08-17,2025-08-18,2025-08-19
SG4324,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8808,8865.1,8870.7,8876.9,8876.9,8876.9,8881.9,8886.9,8892.5,8898.1,8903.6,8903.6,8903.6,8908,8913.6,8918.6,8923.5,8929.1,8929.1,8929.1,8939.1,8939.7,8945.3,8950.3,8956.5,8956.5,8956.5,8961.4
SG2826,162543.1,162569.6,162569.6,162613.4,162732.6,162870.1,162994.2,163121.3,163210,163210,163246,163375.9,163496.8,163617.4,163760.8,163852.2,163852.2,163883.2,164015.3,164147.6,164167.4,164279.3,164303.1,164355,164402.9,164428.3,164497.1,164497.1,164497.1,164550.8,164584.9,164655.4,164687.5,164687.5,164687.5,164687.5,164723.5,164758.7,164797.5,164841.3,164870.8,164870.8,164870.8,164901,164948.2,165115.1,165140,165176.8,165176.8,165176.8,165226.9,165276.7,165322.2,165366.4,165415.6,165415.6,165441.3,165585,165674.1,165725.1,165770.2,165854.9,165854.9,165854.9,165922,165967.8,166020.6,166066.2,166113.9,166113.9,166113.9,166163.6
SG4240,19782.3,19782.3,19782.3,19782.3,19805.8,19830.3,19859.5,19919.2,19948.9,19948.9,19948.9,19974.2,20033.6,20057.4,20080.6,20102.7,20102.7,20102.7,20131.9,20153.5,20153.5,20182.2,20182.2,20201.3,20228.7,20304.1,20336.7,20336.7,20336.7,20364.6,20398.2,20424,20424,20424,20424,20424,20448.9,20475.4,20508.5,20570.2,20638.1,20638.1,20638.1,20638.1,20732,21052,21083.5,21211.4,21211.4,21211.4,21230.9,21244.6,21257.8,21270.6,21281.4,21281.4,21281.4,21306.3,21318.2,21333.3,21344.9,21359.1,21359.1,21359.1,21372.5,21384.9,21397.3,21410.8,21421.9,21471.1,21701.6,22550.7
SG2896,108040.8,108058.5,108147.4,108157.5,108273.8,108393.6,108512.4,108633.8,108754.9,108754.9,108764.9,108882.3,108999.8,109112.1,109226.7,109345.3,109345.3,109352.2,109465.2,109585.7,109665.3,109977.8,110029.8,110157.8,110277.9,110398.7,110510.5,110588.8,110596,110688,110809.6,110912.8,111029.9,111029.9,111108.2,111111,111241.4,111356.7,111359.7,111504.7,111586.9,111664.8,111666,111784.6,111888.6,112649.6,112749.8,112870.8,112870.8,112876.3,112983.5,113087.6,113204.4,113323.9,113437.9,113437.9,113439,113544.1,113660.9,113755.9,113883.1,114007.5,114007.5,114015.7,114127.7,114240.7,114364.1,114470,114583.6,114583.6,114583.6,114583.6
SG809,33323.3,33341.4,33341.4,33341.4,33341.4,33381.9,33427.4,33469.4,33506.7,33506.7,33506.7,33541.5,33581.7,33624.3,33659.3,33892.7,33892.7,33892.7,33893,33925.7,33925.7,33925.8,33925.8,33925.8,34201.5,34246.4,34284.2,34284.2,34284.2,34325.6,34370.9,34420.3,34464,34464,34464,34464,34464,34507.7,34553.2,34599.8,34641.4,34641.4,34641.4,34681.8,34722.2,35404,35444.8,35485.8,35485.8,35485.8,35529.7,35570.9,35613.5,35652.1,35868.2,35882.3,36079.9,36118.8,36156.9,36196.8,36233.5,36270,36270,36270,36308.2,36349.9,36389.7,36430,36669.9,36735.4,36735.4,36933
SG1434,34481.4,34481.4,34481.4,34481.4,34487.9,34494.1,34499.6,34505.9,34518.4,34518.4,34518.4,34524.7,34530.2,34541.7,34547.6,34553.4,34553.4,34553.4,34559.1,34565,34565,34568.5,34570.3,34577,34582.9,34588.7,34594.4,34594.4,34594.4,34600.4,34607.2,34618,34618,34618,34618,34618,34623.9,34629.2,34635.8,34641,34646.3,34646.3,34646.3,34652.5,34657.9,34691.2,34696.6,34702.3,34702.3,34702.3,34710.6,34721.6,34727.3,34732.6,34732.6,34732.6,34732.6,34737.8,34743.8,34749.9,34755.9,34761,34761,34761,34766.9,34771.8,34776.9,34781.8,34786.8,34786.8,34786.8,34792.3
SG4320,11858.9,11858.9,11858.9,11858.9,11867,11871.9,11876.9,11882.5,11887.5,11887.5,11887.5,11893.1,11898,11903,11908,11913,11913,11913,11919.2,11924.1,11924.1,11927.2,11929.1,11933.5,11937.8,11942.2,11946.5,11946.5,11946.5,11952.1,11956.5,11960.8,11965.8,11965.8,11965.8,11965.8,11970.1,11974.5,11978.8,11983.8,11988.1,11988.1,11988.1,11992.5,11997.5,12029.2,12034.1,12039.1,12039.1,12039.1,12043.4,12048.4,12052.8,12057.7,12062.1,12062.1,12062.1,12066.4,12072,12077.6,12084.5,12089.4,12089.4,12089.4,12094.4,12099.4,12108.1,12115.5,12123,12123,12123,12130.4
SG2857,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3,93526.3
SG2914,86846,86846,86846,86849,86913.3,86971.9,87065.7,87176.4,87243.7,87245.1,87245.1,87308,87371.3,87429.8,87457.8,87527.7,87528.9,87528.9,87597.3,87650.6,87668.9,87788.5,87804.6,87874.6,87940.1,88033.4,88088.9,88088.9,88090,88124.7,88191.2,88246.4,88289.2,88289.2,88289.2,88290.7,88363.8,88447.8,88527.7,88619.7,88619.7,88619.7,88621.5,88680.3,88937.9,89297,89336,89398.1,89398.1,89403.4,89477.8,89513.4,89592.9,89684.9,89758.3,89758.3,89758.3,89805.6,89844.8,89886.7,89963.8,90009.1,90009.1,90013.9,90137.3,90224.2,90295,90345.5,90419.2,90419.2,90421.7,90495.5
SG4477,2999.2,3138.6,3138.6,3365.4,3404.4,3443.6,3470.7,3531.2,3771.5,3771.6,3988.2,4024,4050.9,4084.6,4111.4,4374,4374,4610.3,4646.6,4725.5,4801,5383.9,5389.7,5419,5444.8,5616.9,5854.4,5854.4,6086.4,6110.6,6139.7,6388,6388,6388,6388,6619,6688.9,6797.6,6820.1,6910,7254.5,7254.5,7260.8,7488.9,7597.5,8373.1,8611.2,8611.2,8611.2,8856.1,8939.5,8980.9,9034.8,9091.8,9327.9,9327.9,9557.5,9594.6,9637.3,9675.3,9718,9961.8,9961.8,10173.2,10215.2,10247.2,10315.4,10341.2,10574.9,10574.9,10574.9,10574.9
SG2832,66518.3,66518.3,66518.4,66518.4,66518.4,66518.5,66518.6,66518.6,66518.6,66518.6,66518.7,66518.8,66518.8,66519,66519,66519.1,66519.2,66519.2,66519.2,66519.3,66519.4,66519.8,66519.8,66519.9,66520,66520,66520,66520.9,66521,66521,66521.1,66521.2,66521.4,66521.5,66521.5,66521.5,66521.6,66521.6,66521.7,66521.8,66521.8,66521.8,66521.8,66521.9,66521.9,66522.6,66525.1,66525.1,66525.1,66525.1,66525.2,66525.3,66525.4,66525.4,66525.7,66525.7,66525.8,66530.5,66533.9,66536.4,66536.4,66536.6,66536.6,66539.2,66541.6,66544.2,66545.5,66549.4,66549.6,66553,66553.1,66553.2
SG2885,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6,100544.6
SG4449,199882.2,199893.2,199893.2,199893.2,199903.9,199948.6,199948.7,200054.7,200088.7,200088.7,200088.7,200096.8,200099.4,200109.7,200126.5,200142.1,200142.1,200142.1,200167.7,200186.2,200195.5,200258.6,200309.5,200312.6,200342.5,200368.4,200445.2,200445.2,200445.2,200514.4,200514.4,200514.4,200514.4,200514.4,200514.4,200514.5,200527.2,200535.7,200547.8,200610.5,200624.6,200624.6,200624.6,200648.9,200661.8,200780.8,200799.9,200830.6,200830.6,200830.6,200838.4,200853.6,200863.9,200876.1,200881.4,200881.4,200881.4,200892,200904.2,200910.6,200922.4,200938,200938,200938,200961.5,200975.9,200990.1,201002.6,201019,201019,201019,201036.1
SG2870,83582,83639.7,83639.7,83639.7,83749.3,83882.4,83935.7,84024.2,84087.8,84143,84153.2,84247,84339.3,84425.7,84528.7,84637.9,84698,84698,84806.3,84913.7,85009.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85184.4,85232.4,85322.9,85438.1,85543.3,85687.2,85687.2,85687.2,85783.3,85868.9,86430.1,86524.9,86625.4,86625.4,86625.4,86710.7,86803.1,86890.9,86970.7,87065.4,87072.8,87072.8,87156.5,87279.8,87379.2,87507.7,87618.7,87618.7,87618.7,87743.8,87743.8,87840.2,87958.5,88041.8,88041.8,88053.7,88158.5
SG2864,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5,113853.5
SG2866,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8,68443.8
SG4484,1793.2,1831.6,1831.6,1837.7,1905.3,1990.6,2053.6,2122.2,2185.1,2191.1,2191.2,2256.3,2333.3,2402.4,2476.7,2568.4,2568.4,2574.3,2648.6,2717.5,2797.7,3335.4,3386.9,3453.8,3522.3,3585.6,3656.3,3719.7,3726.2,3797.1,3864.2,3930.5,3930.5,3930.5,3930.5,3930.9,4014.4,4098.6,4168.2,4228.6,4292.7,4292.7,4292.7,4292.7,4292.7,4446.7,4513.4,4595.8,4595.8,4602.2,4683.4,4762.9,4833,4899.5,4974.8,4974.8,4987.5,5054,5120.1,5189.6,5267.2,5330.4,5330.4,5336.8,5414.2,5464.2,5520,5586.5,5652.1,5711.8,5718.4,5803.5
SG1370,18880.7,18881.5,18881.5,18881.5,18884.7,18886.4,18886.4,18912.6,18922.6,18922.6,18922.6,18924.2,18926,18927.9,18929.6,18931.9,18931.9,18931.9,18937.5,18938.9,18942.3,18954.4,18955.2,18960.9,18962.6,18964.3,18964.3,18964.3,18964.3,18964.3,18964.3,18973.9,19001.9,19001.9,19001.9,19001.9,19001.9,19001.9,19011.3,19011.3,19011.3,19011.3,19011.3,19011.3,19011.3,19046.6,19046.6,19046.6,19046.6,19046.6,19061.1,19073.3,19079.2,19079.2,19079.2,19079.2,19079.2,19079.2,19079.2,19086.8,19095.8,19095.8,19095.8,19095.8,19095.8,19098.8,19102.4,19102.4,19102.4,19102.4,19102.4,19151.3
SG2868,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8,65317.8
SG2843,160705.9,160762.7,160762.7,160762.7,160886,161013.1,161145.7,161276.8,161276.8,161276.8,161276.8,161402.5,161529.9,161650.6,161767.3,161880.8,161880.8,161880.8,161880.8,161880.8,161880.8,162179.5,162245.7,162372.9,162488.8,162543.3,162599.6,162599.6,162599.6,162719.1,162825.1,162933.1,162933.1,162933.1,162933.1,162933.1,163052,163158.3,163271.2,163405.8,163405.8,163405.8,163405.8,163405.8,163549.4,164488.7,164675.6,164827.5,164827.5,164827.5,164966.9,165105.8,165248,165397.6,165397.6,165397.6,165397.6,165526.9,165648.1,165789,165921.3,165921.3,165921.3,165921.3,165921.3,166060.4,166198.2,166333.5,166469.6,166469.6,166469.6,166613.8
SG2889,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6,54360.6
SG4469,141937.1,141978.3,141978.3,141978.3,142025.7,142046.6,142101.8,142110.1,142114.2,142119.7,142119.7,142150.3,142177.4,142200.8,142223.4,142236.8,142236.8,142236.8,142267.6,142275.8,142283,142296.5,142296.5,142302.1,142308.5,142314.2,142322.5,142322.5,142322.5,142330.7,142338.7,142344.7,142353.1,142353.1,142353.1,142353.1,142356.1,142364.4,142375.8,142394.2,142407.4,142407.4,142407.4,142421.2,142429.8,142505.4,142519.9,142530.4,142530.4,142530.4,142545.3,142567.2,142584.4,142600.2,142633.3,142633.3,142633.3,142683.3,142683.3,142710.7,142724.5,142724.5,142724.5,142724.5,142741.1,142756.5,142823,142833.2,142845.8,142845.8,142845.8,142855.1
SG4450,86023.1,86049.5,86049.5,86049.5,86108.5,86214.5,86277.7,86332,86395.1,86395.1,86395.1,86453.4,86511.6,86565.3,86617.1,86704.6,86704.6,86704.6,86757.7,86810.8,86863.8,87010.4,87043.4,87108.9,87168.9,87224.6,87276,87276,87276,87329.6,87388.9,87444,87502.1,87502.1,87502.1,87502.1,87562.1,87633.8,87689.2,87744.2,87799.9,87799.9,87799.9,87854.3,87908,88248,88303.4,88358.8,88358.8,88358.8,88421,88477.6,88534,88602,88640.6,88676.6,88676.6,88731.5,88793.3,88846.5,88895.7,88948.1,88948.1,88948.1,89011,89063.5,89114.7,89167.7,89226.8,89226.8,89226.8,89277.7
SG2876,125048.6,125126.4,125126.5,125130.3,125335.5,125612.2,125741.2,125943.6,126045.8,126150.8,126305.3,126497.9,126720.2,126915,127085.8,127258.7,127371.8,127371.8,127479,127491.9,127491.9,127505.9,127505.9,127505.9,127505.9,127505.9,127505.9,127505.9,127505.9,127505.9,127505.9,127510.9,127510.9,127510.9,127510.9,127510.9,127510.9,127510.9,127510.9,127511.3,127517,127517,127517,127517,127517,127546.1,127656.3,127769.5,127769.5,127769.5,128055.8,128244.8,128489.1,128682.3,128771.6,128771.6,128771.6,128994.2,129054.6,129152.2,129371.4,129450.2,129455,129460.6,129647.3,129759.8,130052.2,130052.2,130234.7,130234.7,130234.7,130406.1
2804,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9,183074.9
SG2871,118933.2,118933.9,118933.9,118933.9,118935.6,118951.3,118959.7,118962.7,118975.2,118976.8,118976.8,118979,118979,118995.2,118997.5,119009.5,119009.5,119009.5,119012.7,119016.1,119032,119059.5,119061.4,119064.4,119065.2,119067.2,119068.6,119068.6,119068.6,119083.1,119086.2,119087.8,119099.7,119099.7,119099.7,119099.7,119105.1,119129.5,119143.7,119145.5,119160.9,119160.9,119160.9,119170.6,119174.6,119245.7,119256.4,119293.2,119293.2,119293.2,119303.3,119318,119327,119335.1,119345.1,119345.1,119345.1,119351.6,119359.8,119364.5,119377.6,119388.4,119388.4,119388.4,119403.9,119426.7,119432.3,119466.6,119470,119480.9,119480.9,119498.3
SG2946,17018.1,17051.5,17051.5,17079,17094.6,17111.8,17127.4,17145.5,17161.2,17212.6,17217.9,17234.9,17250.5,17266.2,17291.4,17454.2,17505.6,17557.3,17572.5,17597.8,17615.5,17740.7,17748.7,17766.4,17781.8,17803.3,17820.2,17845.8,17845.8,17873.9,17893.2,17930.6,17950.6,17955.3,18019,18030.7,18048.6,18064.9,18064.9,18069.5,18459.2,18459.2,18459.2,18459.2,18854.2,19061.3,19082.7,19101.7,19218.6,19323.1,19339,19365.5,19384.8,19405.3,19460.2,19494.3,19515,19531.4,19562.5,19573.1,19601.5,19601.5,19601.5,19601.5,19622.2,19635.5,19650,19664.3,19702.6,19702.6,19754.9,19771.2
SG4327,12257.8,12257.8,12259.1,12259.1,12261.5,12263.4,12264.7,12270.2,12274.6,12274.6,12274.6,12294.5,12299.5,12303.8,12308.8,12313.1,12313.1,12313.1,12318.7,12322.4,12326.8,12344.2,12346.7,12350.4,12357.9,12362.8,12366.6,12366.6,12378.4,12382.7,12386.4,12402,12403.2,12403.2,12403.2,12403.2,12408.8,12413.2,12418.1,12423.1,12428.7,12428.7,12428.7,12433,12438,12465.4,12469.1,12475.3,12475.3,12475.3,12479.7,12485.9,12492.7,12497.7,12503.3,12503.3,12503.3,12508.2,12512.6,12518.2,12523.1,12528.1,12528.1,12528.1,12531.8,12539.3,12543.7,12551.7,12557.3,12557.3,12557.3,12562.3
1436,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60761.6,60995.2,61057.3,61070.4,61091.5,61091.5,61091.5,61091.5,61091.5,61091.5,61091.5,61091.5,61091.5,61098.3,61098.3,61098.3,61098.3,61102.7,61110.1,61122,61146.2,61155.5,61155.5,61155.5,61186,61194.7,61302.1,61313.3,61316.4,61316.4,61316.4,61330.1,61332,61339.4,61341.3,61351.9,61351.9,61351.9,61356.8,61356.8,61360.6,61366.8,61366.8,61366.8,61366.8,61400.3,61438.9,61443.8,61458.1,61466.2,61466.2,61466.2,61473.6
SG1433,18605.5,18605.5,18605.5,18605.5,18627.8,18640.8,18640.8,18664.5,18664.5,18664.5,18664.5,18664.5,18675.7,18675.7,18675.7,18675.7,18675.7,18675.7,18685.2,18685.2,18685.2,18693.9,18696.7,18702.1,18713,18713,18713,18713,18713,18732,18738.6,18738.6,18738.6,18738.6,18738.6,18738.6,18748.9,18777.8,18777.9,18845,18845,18845,18845,18845,18854.7,18975.5,18975.5,18975.5,18975.5,18975.5,18975.5,18975.5,19170.2,19170.3,19170.3,19170.3,19170.3,19180.2,19180.2,19180.2,19180.2,19180.2,19180.2,19180.2,19198.6,19247.3,19252.9,19252.9,19252.9,19252.9,19252.9,19262.8
SG4701,150641.9,150641.9,150641.9,150641.9,150745.6,150776.1,150899.7,151012.8,151043.9,151043.9,151053.2,151153.3,151225.3,151329.7,151345.9,151427.3,151427.3,151445.9,151528,151615.6,151699.5,151940.5,151962.9,152077.2,152151.8,152220.8,152422.1,152451.9,152479.3,152545.1,152660.1,152660.1,152660.1,152660.1,152660.1,152660.1,152660.1,152781.9,152880.7,152959,153041,153041,153048.5,153136.7,153224.3,153619.5,153668.6,153781.1,153781.1,153781.1,153856.9,153974.3,154053.8,154140.8,154189.3,154276.9,154276.9,154372.6,154467,154539.1,154565.8,154630.5,154630.5,154630.5,154720.6,154818.1,154909.5,154954.2,154954.2,154954.2,154954.2,154954.2
SG2943,101214.3,101214.3,101214.3,101214.3,101214.3,101214.3,101368.8,101473.5,101519.6,101547.8,101573.8,101669.3,101795.1,101887.8,101958.3,102017.6,102017.6,102039.1,102208.9,102286.5,102316.5,102561.2,102662.3,102805.8,102816.3,102816.3,102836,102836,102836,103051.1,103151.1,103201.7,103282.2,103282.2,103282.2,103282.2,103317.7,103486.5,103532.9,103532.9,103533.6,103533.6,103533.6,103533.7,103533.9,103561.8,103561.8,103561.8,103561.8,103561.8,103561.8,103566.5,103646.6,103725.1,103796.5,103843,103908.3,104009.1,104114.9,104213,104312.8,104397.4,104444.6,104521.4,104633.8,104741.1,104818,104884,104984.9,105508.2,105508.2,105508.2
SG4325,30518.7,30518.7,30518.7,30518.7,30535.5,30552.3,30569.1,30585.8,30602.6,30602.6,30602.6,30619.4,30636.2,30652.9,30669.7,30685.9,30685.9,30685.9,30702.6,30720,30720,30728.1,30736.2,30753,30769.8,30769.8,30769.8,30769.8,30769.8,30790.9,30808.9,30828.2,30828.2,30828.2,30828.2,30828.2,30828.2,30846.8,30846.8,30846.8,30865.4,30865.4,30865.4,30882.2,30904,31018.3,31036.3,31053.7,31053.7,31053.7,31073,31093.5,31114.6,31114.6,31114.6,31114.6,31114.6,31114.6,31114.6,31124.6,31124.6,31133.9,31133.9,31133.9,31143.2,31153.1,31177.4,31200.4,31242,31242,31242,31253.2
SG4463,101722.1,101722.1,101722.1,101722.1,101722.1,101790.7,101790.7,101790.7,101790.7,101790.7,101790.7,101793.4,101793.4,101793.4,101799.7,101799.7,101799.7,101799.7,101799.7,101799.7,101799.7,101799.7,101799.7,101799.7,101799.7,101799.7,101799.7,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.2,101855.4,101865.7,101865.7,101909.9,101909.9,101909.9,102061.2,102061.2,102084.5,102106.4,102108.3,102108.3,102108.3,102139,102162.8,102212.3,102304.2,102324.2,102324.2,102324.2,102352.4
SG0403,133540.8,133543.6,133543.6,133543.6,133543.6,133543.6,133543.6,133543.6,133551.5,133551.5,133551.5,133607.5,133607.6,133607.6,133607.6,133607.6,133607.6,133607.6,133607.6,133642.8,133642.8,133642.8,133642.8,133642.8,133642.8,133650.2,133650.2,133650.2,133650.2,133650.2,133650.2,133650.2,133650.2,133650.2,133650.2,133650.2,133659.5,133659.6,133659.6,133702.9,133737.8,133737.8,133737.8,133929.9,133930.2,134005.8,134031.7,134042.4,134042.4,134042.4,134107.1,134141.9,134173.9,134223.3,134311,134311,134311,134350.2,134350.2,134350.2,134350.2,134350.2,134350.2,134350.2,134395.1,134441.9,134507.3,134518.2,134518.5,134518.5,134518.5,134555.1
SG1359,23173.5,23173.5,23173.5,23173.5,23178.1,23188.5,23202.3,23219.6,23229.6,23229.6,23229.6,23239,23244.3,23254.8,23265.9,23281.4,23281.4,23281.4,23296.8,23312,23312,23324.5,23328,23343.5,23362.1,23373.9,23391,23391,23391,23409.7,23429.5,23454.7,23460.3,23460.3,23460.3,23460.3,23475.2,23484.8,23501.6,23501.6,23512.3,23512.3,23512.3,23532.4,23555.8,23657.4,23675.3,23685.9,23685.9,23685.9,23695.4,23701.2,23705.8,23711.8,23721.5,23721.5,23721.5,23736,23740.9,23755.4,23755.8,23755.9,23755.9,23755.9,23776.5,23785.4,23795.5,23811.7,23817.1,23817.1,23817.1,23841.9
SG4349,189492.6,189492.6,189492.6,189492.6,189503.9,189515.8,189532.1,189558.6,189575.9,189575.9,189575.9,189589.4,189604.9,189613,189626.9,189640.8,189640.8,189640.8,189657,189657.3,189657.3,189660.3,189662.7,189681.7,189688.1,189711.7,189726.7,189726.7,189726.7,189734.8,189734.8,189734.8,189734.8,189734.8,189734.8,189734.8,189773.2,189787.3,189801.5,189815.1,189826.1,189826.1,189826.1,189836.5,189845.9,189941.7,189955,189966.2,189966.2,189966.2,189977.8,189994.2,190020.1,190029.3,190051.6,190051.6,190051.6,190062.9,190073.8,190086.3,190095.3,190104.4,190104.4,190104.4,190119.5,190134.2,190142.8,190161.8,190171.8,190171.8,190171.8,190188.7
SG1325,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53940,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53951.3,53969.4,53978.8,53987.6,53987.6,53987.6,54002.1,54022.8,54049.3,54073.2,54079.7,54079.7,54079.7,54084.4,54104.4,54109.8,54134.9,54134.9,54134.9,54134.9,54145.8,54159.5,54170.1,54181.2,54192.5,54192.5,54192.5,54213.5,54225.1,54244.9,54255,54265.1,54265.1,54265.1,54275.8
